"dilapidated","falling to pieces; in a bad condition; ruined because of neglect; Ex. dilapidated old car/castle; N. dilapidation"
"dilate","expand; dilate on/upon: speak or write at length on"
"dilatory","delaying; tending to delay"
"dilemma","situation that requires a choice between equally unfavorable options; problem; choice of two unsatisfactory alternatives"
"dilettante","aimless follower of an art or a field of knowledge ; amateur; dabbler; CF. delight"
"diligence","steadiness of effort; persistent hard work"
"dilute","make  less concentrated; reduce in strength; Ex. dilute the influence of the president"
"diminution","lessening; reduction in size; V. diminish"
"din","continued loud noise; V: make a din; instill by wearying repetition"
"dinghy","small boat"
"dingy","dirty and dull; Ex. dingy street/curtain"
"dint","means; effort; Ex. by dint of hard work"
"diorama","life-size, three-dimensional scene from nature or history; three-dimensional scene with modeled figures against a painted background"
"dire","warning of disaster; disastrous; very great; urgent; Ex. dire prediction/need of food"
"dirge","funeral song; slow mournful piece of music"
"disabuse","correct a false impression; undeceive; free from a wrong belief"
"disaffected","disloyal; lacking loyalty; V. disaffect: cause to lose affection or loyalty"
"disapprobation","disapproval; condemnation"
"disarray","state of disorder; a disorderly or untidy state; Ex. with her clothes in disarray"
"disavowal","denial; disclaiming; repudiating; disowning; V. disavow; CF. disclaim"
"disband","dissolve; disperse; break up and separate; Ex. The club has disbanded."
"disburse","pay out ; N. disbursement; CF. purse"
"discernible","distinguishable; perceivable; Ex. discernible improvement"
"discerning","mentally quick and observant; having insight; perceptive; able to make good judgments; V. discern: perceive"
"disclaim","disown; renounce claim to; deny; CF. disclaimer"
"disclose","reveal; N. disclosure"
"discombobulated","discomposed; confused"
"discomfit","frustrate; put to rout; defeat; disconcert; embarrass; perturb"
"disconcert","confuse; upset; embarrass; perturb"
"disconsolate","hopelessly sad"
"discord","conflict; lack of harmony; dissonance"
"discordant","not harmonious; conflicting"
"discount","disregard; regard  as unimportant; deduct from a cost"
"discourse","serious speech, writing, or conversation; formal discussion ; conversation; V."
"discredit","defame; disgrace; destroy confidence in; disbelieve; N. CF. discreditable: causing discredit; shameful"
"discrepancy","lack of consistency or agreement as between facts; difference; Ex. discrepancy between two descriptions"
"discrete","separate; unconnected"
"discretion","prudence; ability to adjust actions to circumstances; freedom of action or judgment; ADJ. discreet; CF. discretionary"
"discriminating","able to see differences; discerning; prejudiced; N. discrimination"
"discursive","digressing; rambling"
"disdain","treat with scorn or contempt"
"disembark","debark; go ashore ; unload cargo from a ship; CF. embark"
"disenfranchise","disfranchise; deprive of a civil right; OP. enfranchise"
"disengage","uncouple; separate; disconnect; stop fighting; OP. engage"
"disfigure","mar the appearance of; spoil"
"disgorge","surrender something ; eject; vomit; OP. gorge"
"disgruntle","make discontented"
"dishearten","discourage"
"disheveled","untidy ; V. dishevel"
"disinclination","unwillingness"
"disingenuous","not naive; not candid; sophisticated; worldly wise; OP. ingenuous"
"disinter","dig up; unearth; OP. inter"
"disinterested","unprejudiced; free from bias and self-interest; objective"
"disjointed","disconnected; lacking coherence; V. disjoint: disconnect; disjoin"
"disjunction","act or state of separation; disunity; CF. disjunctive: expressing a choice between two ideas; CF. conjunction; CF. conjunctive"
"dislodge","remove ; force out of a position; Ex. dislodge the food caught in his throat; CF. lodge"
"dismantle","take apart; disassemble"
"dismember","cut into small parts; cut  apart limb from limb"
"dismiss","eliminate from consideration; no longer consider; put out of court without further hearing; reject; discharge from employment; direct to leave; ADJ. dismissive; N. dismissal"
"disparage","belittle"
"disparate","basically different; impossible to compare; unrelated"
"disparity","difference; condition of inequality; OP. parity"
"dispassionate","calm; impartial; not influenced by personal feelings"
"dispatch","speediness; prompt execution; message sent with all due speed; V: send to a specified destination; finish promptly; kill"
"dispel","scatter; drive away; cause to vanish"
"disperse","scatter; Ex. disperse the cloud/crowd"
"dispirited","lacking in spirit"
"disport","amuse; Ex. disport oneself; CF. divert"
"disputatious","argumentative; fond of argument"
"disquietude","uneasiness; anxiety; V. disquiet: make anxious"
"disquisition","formal systematic inquiry; explanation of the results of a formal inquiry; long formal speech or written report"
"dissection","analysis; cutting apart in order to examine"
"dissemble","disguise; hide the real nature of; pretend"
"disseminate","distribute; spread; scatter"
"dissent","disagree"
"dissertation","formal essay; treatise"
"dissident","dissenting ; rebellious; N."
"dissimulate","pretend; conceal by feigning; dissemble"
"dissipate","squander; waste foolishly; scatter"
"dissolution","disintegration; reduction to a liquid form; looseness in morals; sensual indulgence; debauchery; ADJ. dissolute: lacking in moral restraint; leading an immoral life"
"dissuade","persuade not to do; discourage; N. dissuasion"
"distant","reserved or aloof; cold in manner; Ex. distant greeting; ADV. distantly"
"distend","expand; swell out"
"distill","refine ; concentrate; separate the most important parts from; Ex. distill fresh water from sea water; CF. brew"
"distinction","honor; excellence; difference; contrast; discrimination; Ex. graduated with distinction; Ex. a writer of real distinction"
"distort","twist out of shape; give a false account of; misrepresent; N. distortion"
"distrait","absentminded; distracted"
"distraught","upset; distracted by anxiety; very anxious and troubled almost to the point of madness; Ex. distraught with grief/worry"
"diurnal","daily; occurring during the daytime"
"diva","operatic singer; prima donna"
"diverge","vary; go in different directions from the same point; ADJ. divergent: differing; deviating"
"diverse","differing in some characteristics ; various; N. diversity:"
"diversion","act of turning aside; pastime; V. divert: turn aside from a course; distract; amuse"
"divest","strip ; deprive ; dispossess; N. divestiture"
"divine","perceive intuitively ; foresee the future; foretell; dowse; ADJ. N. divination"
"divulge","reveal"
"docile","obedient; easily managed; submissive"
"docket","program as for trial; book where such entries are made; list of things to be done; agenda; label fixed to a package listing contents or directions; V: describe in a docket"
"doctrinaire","unable to compromise about points of doctrine; dogmatic; unyielding; marked by inflexible attachment to a doctrine without regard to its practical difficulties"
"doctrine","teachings in general; particular principle  taught; dogma; tenet; ADJ. doctrinal"
"document","provide written evidence ; record with documents; N."
"doddering","shaky; infirm from old age; V. dodder"
"doff","take off; OP. don"
"dogged","determined; stubborn; stubbornly persevering; tenacious; Ex. Inspector Javert""s dogged pursuit of Jean Valjean"
"doggerel","poor verse"
"dogmatic","opinionated; holding stubbornly to one's opinion; arbitrary; doctrinal"
"doldrums","blues; listlessness; slack period; period of stagnation; ocean area near the equator where ships cannot move because there is no wind; Ex. in the doldrums"
"dolorous","sorrowful; N. dolor"
"dolt","slow-thinking stupid person; CF. dull"
"domicile","home; V. ADJ. domiciled: having one's domicile; Ex. He is domiciled in Britain."
"domineer","rule over tyrannically"
"don","put on; OP. doff"
"dormant","sleeping; temporarily inactive; lethargic; latent"
"dormer","window projecting upright from roof; CF. sleeping room"
"dorsal","relating to the back of an animal; Ex. dorsal fin"
"dossier","file of documents on a subject or person; file; CF. bundle of papers labeled on the back"
"dotage","senility; feeblemindedness of old age; Ex. In one's dotage"
"dote","be excessively fond of; show signs of mental decline"
"dour","sullen; gloomy; stubborn"
"douse","plunge into water or liquid; dip; immerse; drench; wet thoroughly; extinguish; throw water over; dowse"
"dowdy","untidy ; slovenly; dressed in an unattractive way; shabby; CF. unattractive woman"
"downcast","disheartened; dejected; sad; directed downward"
"drab","dull; lacking color; cheerless ; Ex. drab coat/life"
"draconian","extremely severe; Ex. draconian punishment; CF. Draco: Athenian politician"
"dregs","sediment in a liquid; lees; worthless residue"
"drivel","nonsense; foolishness; V: talk nonsense"
"droll","queer and amusing"
"drone","talk dully; buzz or murmur like a bee; N."
"drone","idle person who lives on other people""s work; male bee"
"dross","waste matter; worthless impurities"
"drudgery","hard unpleasant work; menial work"
"dubious","questionable; causing doubt; filled with doubt; N. dubiety"
"ductile","malleable; pliable; easily pulled into shape; flexible; easily influenced or controlled"
"dulcet","sweet sounding; pleasing to the ear; melodious"
"dumbfound","astonish ; ADJ. dumbfounded, dumfounded, dumbstruck"
"dupe","someone easily fooled or deceived; V: deceive"
"duplicity","double-dealing; hypocrisy; being dishonest and deceitful; ADJ. duplicitous"
"duration","length of time something lasts"
"duress","forcible restraint, especially unlawfully; coercion by threat; illegal coercion; Ex. a promise made under duress"
"dutiful","respectful; obedient"
"dwindle","shrink; reduce gradually"
"dynamic","energetic; vigorously active"
"dyspeptic","suffering from indigestion; N. dyspepsia: indigestion; difficulty in digesting food"
"earthy","unrefined; coarse; of earth; Ex. earthy remarks; OP. ethereal"
"ebb","recede; lessen; diminish; N. OP. flow: rise of tide"
"ebullient","showing excitement; overflowing with enthusiasm; boiling; N. ebullience; N. ebullition: state of boiling"
"eccentric","irregular; odd; unconventional; whimsical; bizarre; not concentric"
"eccentricity","oddity; idiosyncrasy"
"ecclesiastic","ecclesiastical; pertaining to the church; N: minister; priest; cleric; clergyman"
"eclectic","selective; composed of elements drawn from disparate sources; selecting individual elements from a variety of sources; N. eclecticism"
"eclipse","darken; extinguish; outshine; surpass; cause an eclipse"
"ecologist","person concerned with the interrelationship between living organisms and their environment; person concerned with the detrimental effects of human civilization on the environment; CF. ecology"
"economy","efficiency or conciseness in using something; thrifty management of resources"
"ecstasy","rapture; very strong feeling of joy and happiness; any overpowering emotion; ADJ. ecstatic: causing or experiencing ecstasy"
"eddy","swirling current of water, air, etc.; V."
"edict","decree ; official command"
"edify","instruct; correct morally"
"eerie","weird; causing fear because strange"
"efface","rub out; remove the surface of"
"effectual","able to produce a desired effect; valid"
"effeminate","having womanly traits"
"effervescence","inner excitement or exuberance; showing high spirits; emitting bubbles forming inside; bubbling from fermentation or carbonation; ADJ. effervescent; V. effervesce"
"effete","having lost one's original power; barren; worn out; exhausted"
"efficacy","power to produce desired effect; ADJ. efficacious: effectual"
"effigy","dummy; likeness of a person made of wood, paper, or stone; Ex. burn an effigy of the President"
"effluvium","noxious smell"
"effrontery","rudeness without any sense of shame; shameless boldness; presumptousness; nerve; cheek"
"effusion","pouring forth; unrestrained outpouring of feeling; V. effuse: pour out; ADJ. effusive: pouring forth; gushing"
"egoism","excessive interest in one's self; belief that one should be interested in one's self rather than in others; selfishness; ADJ. egoistic, egoistical"
"egotistical","egotistic; excessively self-centered; self-important; conceited"
"egregious","notorious; conspicuously bad or shocking"
"egress","exit; opening for going out; act of going out; OP. ingress"
"ejaculation","exclamation; abrupt ejection ; V. ejaculate"
"elaboration","addition of details; intricacy"
"elated","filled with excited joy and pride; overjoyed; in high spirits; joyful and proud; Ex. elated crowd; V. elate; N. elation"
"elegy","poem or song expressing lamentation ; ADJ. elegiacal, elegiac"
"elicit","draw out fact or information"
"elixir","cure-all; panacea; something invigorating"
"ellipsis","omission of words from a text; mark used to indicate an omission ; PL. ellipses"
"elliptical","elliptic; oval; of an ellipse; containing an ellipsis; ambiguous either purposely or because key words have been left out"
"eloquence","expressiveness; persuasive speech; ADJ. eloquent: movingly expressive; expressing ideas well so that the hearers can be influenced"
"elucidate","explain; make clear; clarify; enlighten; CF. lucid"
"elusive","evasive; not frank; baffling; hard to grasp, catch, or understand; V. elude: escape from; escape the understanding or grasp of; Ex. elude the hunter; Ex. His name eludes me."
"elysian","relating to paradise; blissful"
"emaciated","thin and wasted"
"emanate","issue forth; come out"
"emancipate","set free; liberate"
"embargo","ban on commerce or other activity"
"embark","commence; go on board a boat; begin a journey"
"embed","enclose; place in something; fix firmly in a surrounding mass"
"embellish","adorn; ornament; enhance as a story"
"embezzlement","taking for one's own use in violation of trust; stealing"
"emboss","produce a design in raised relief; decorate with a raised design"
"embrace","hug; clasp with the arms; adopt or espouse; accept readily; encircle; include; Ex. embrace the cause/socialism; Ex. all-embracing; CF. brace; CF. bracelet"
"embroider","decorate with needlework; ornament  with fancy or fictitious details; embellish"
"embroil","throw into confusion; involve in strife, dispute, or quarrel; entangle; CF. imbroglio"
"embryonic","undeveloped; rudimentary; N. embryo: organism in the early stage of development"
"emend","correct ; N. emendation: correction of errors; improvement"
"emetic","substance causing vomiting; ADJ."
"eminent","rising above others; high; lofty; distinguished; Ex. eminent position"
"emissary","agent ; messenger"
"emollient","soothing or softening remedy ; ADJ."
"emolument","salary; payment for an office; compensation"
"empathy","ability to identify with another""s feelings, ideas, etc.; identification with and understanding of another""s feelings; V. empathize; CF. sympathy"
"empirical","based on experience"
"emulate","imitate; rival; try to equal or excel"
"enamored","in love; Ex. enamored of his own beauty; V. enamor: inspire with love"
"encipher","encode; convert a message into code; put into cipher"
"enclave","territory enclosed within an alien land"
"encomiastic","praising; eulogistic; N. encomium: very high praise; eulogy"
"encompass","surround; include; Ex. His activities encompass publishing and computers."
"encroachment","gradual intrusion; Ex. I resent all these encroachments on my valuable time; V. encroach: take another""s possessions or right gradually or stealthily; intrude; Ex. encroach on/upon"
"encumber","burden; N. encumbrance"
"endearment","fond word or act; expression of affection"
"endemic","prevailing among a specific group of people or in a specific area or country; peculiar to a particular region or people; CF. pandemic"
"endorse","approve; support; write one's signature on the back of; N. endorsement; CF. dorsal"
"endue","provide with some quality; endow"
"enduring","lasting; surviving; V. endure: bear  for a long time; remain alive ; last; survive"
"energize","invigorate; give energy to; make forceful and active"
"enervate","weaken; take away energy from"
"enfranchise","admit to the rights of citizenship ; CF. franchise"
"engage","attract; employ; hire; pledge oneself; confront; fight; enter into confliction; interlock; lock together; participate; N. engagement: agreement to marry; arrangement to meet someone or to do something; battle"
"engaging","charming; attractive"
"engender","cause; produce; give rise to"
"engross","occupy fully; absorb"
"enhance","increase; make greater ; improve"
"enigma","puzzle; mystery; ADJ. enigmatic: obscure; puzzling"
"enjoin","command; order; forbid"
"enmity","ill will; hatred; hostility"
"ennui","boredom; listlessness and dissatisfaction resulting from lack of interest; CF. annoy"
"enormity","hugeness ; excessive wickedness; Ex. enormity of the crime; ADJ. enormous"
"enrapture","please intensely; fill with rapture and delight"
"ensconce","settle comfortably; place comfortably"
"ensue","follow"
"entail","make necessary; require; necessitate; involve; limit the inheritance of  to a specified succession of heirs; Ex. entail A on/upon B"
"enterprising","full of initiative; showing enterprise"
"enthrall","capture; enslave; captivate; hold the complete attention of ; hold spellbound"
"entice","lure; persuade to do ; attract; tempt"
"entity","real being"
"entomology","study of insects"
"entrance","put under a spell; carry away with emotion; put into a trance; fill with delight"
"entreat","plead; ask earnestly"
"entree","entrance; a way in; right to enter; main dish of a meal; Ex. entree into the exclusive circle"
"entrepreneur","businessperson ; contractor; ADJ. entrepreneurial"
"enumerate","list; mention one by one"
"enunciate","announce; proclaim; utter or speak, especially distinctly; pronounce clearly; articulate; Ex. This theory was first enunciated by him."
"environ","enclose; surround; N. environs: surrounding area"
"eon","long period of time; an age; longest division of geologic time containing two or more eras"
"epaulet","ornament worn on the shoulder"
"ephemeral","short-lived; fleeting"
"epic","long heroic poem, novel, or similar work of art ; ADJ:  resembling an epic; grand"
"epicure","connoisseur of food and drink; gourmet; ADJ. epicurean; CF. Epicurus"
"epigram","witty thought or saying, usually short"
"epilogue","short speech at conclusion of dramatic work"
"episodic","loosely connected; made up of separate and loosely connected parts; N. episode: incident in the course of an experience"
"epistemologist","philosopher who studies the nature of knowledge; N. epistemology"
"epitaph","inscription in memory of a dead person"
"epithet","word or phrase characteristically used to describe a person or thing; descriptive phrase to characterize a person"
"epitome","perfect example or embodiment; brief summary; Ex. epitome of good manners; V. epitomize: make an epitome of; be an epitome of; embody"
"epoch","period of time"
"equable","tranquil; of even calm temper; steady; uniform"
"equanimity","calmness of temperament; composure"
"equestrian","rider on horseback; ADJ."
"equilibrium","balance of opposing forces; balance of the mind; equanimity"
"equine","resembling a horse; Ex. equine face"
"equinox","period of equal days and nights; the beginning of spring and autumn; Ex. vernal/autumnal equinox; ADJ. equinoctial"
"equipoise","balance; balancing force; equilibrium"
"equitable","fair; impartial; OP. inequitable"
"equity","fairness; justice; OP. inequity"
"equivocal","ambiguous; intentionally misleading; questionable; OP. unequivocal"
"equivocate","use equivocal language to deceive people; lie; mislead; attempt to conceal the truth; N. equivocation"
"erode","eat away; wear away gradually by abrasion; Ex. The sea erodes the rocks."
"erotic","pertaining to passionate love or sexual love"
"errant","wandering ; straying from proper moral standards; Ex. knight-errant"
"erratic","odd; irregular in movement or behavior; unpredictable"
"erroneous","mistaken; wrong; incorrect"
"erudite","learned; full of learning; scholarly; N. erudition"
"escapade","prank; flighty conduct; reckless adventure that disobeys rules"
"eschew","avoid habitually; Ex. eschew alcoholic drinks"
"esoteric","hard to understand; known only to the chosen few, esp. initiates; N. esoterica"
"espionage","spying"
"espouse","adopt; support ; marry; N. espousal"
"esteem","respect; value; judge; N."
"estranged","separated; alienated; V. estrange: alienate ; N. estrangement"
"ethereal","like a spirit or fairy; unearthly light; heavenly; unusually refined; Ex. She has an ethereal beauty; CF. ether: upper air"
"ethnic","relating to races"
"ethnology","study of humankind; study of the different races of human beings; CF. anthropology"
"ethos","underlying character of a culture, group, etc.; character or ideas peculiar to a specific person, group, or culture; Ex. the company ethos"
"etymology","study of word parts; study of the origins of words"
"eugenic","pertaining to the improvement of race; N. eugenics: study of hereditary improvement of the human race"
"eulogistic","praising; full of eulogy"
"eulogy","expression of praise, often on the occasion of someone's death; V. eulogize"
"euphemism","mild expression in place of an unpleasant one; ADJ. euphemistic"
"euphony","sweet sound; ADJ. euphonious"
"euphoria","feeling of exaggerated or unfounded well-being; feeling of great happiness or well-being ; ADJ. euphoriaric"
"euthanasia","mercy killing"
"evanescent","fleeting; vanishing; soon disappearing; V. evanesce"
"evasive","not frank; trying to hide the truth; eluding; evading; V. evade: avoid  or escape from by deceit"
"evenhanded","impartial; fair"
"evince","show clearly"
"evocative","tending to call up"
"evoke","call forth ; Ex. That old film evoked memories of my childhood; N. evocation"
"ewe","female sheep"
"exacerbate","worsen; aggravate; embitter"
"exacting","extremely demanding; Ex. exacting standard of safety"
"exalt","raise in rank or dignity; praise highly; inspire; Ex. exalt the imagination; ADJ. exalted; N. exaltation"
"exasperate","vex; annoy or make angry"
"exceptionable","objectionable; likely to cause dislike; offensive; CF. unexceptionable: entirely acceptable"
"excerpt","selected passage  taken from a longer work; V."
"exchequer","treasury; Ex. Chancellor of the exchequer"
"excise","cut away; cut out; N: government tax on good produced and used inside a country; N. excision"
"exclaim","cry out suddenly; N. exclamation; ADJ. exclamatory"
"excoriate","scold with biting harshness; censure strongly; strip the skin off"
"exculpate","clear from blame or guilt"
"execrable","very bad; detestable"
"execrate","curse; express abhorrence for; detest"
"execute","put into effect; carry out; kill as a lawful punishment; N. execution"
"exegesis","explanation, especially of biblical passages"
"exemplary","serving as a model; outstanding; Ex. exemplary punishment/behavior; N. exemplar: typical example; model"
"exemplify","show by example; furnish an example; serve as an example of; Ex. His pictures exemplify that sort of painting."
"exempt","not subject to a duty or obligation; free from a duty; V."
"exertion","effort; expenditure of much physical work; V. exert oneself: make a great effort"
"exhilarating","invigorating and refreshing; cheering; V. exhilarate: make cheerful and excited; Ex. exhilarated by the ride in the sports car"
"exhort","urge ; Ex. The general exhorted his men to fight bravely; N. exhortation"
"exhume","dig out of the ground; remove from a grave"
"exigency","urgent situation; ADJ. exigent"
"exiguous","small in amount; minute"
"existential","pertaining to existence; pertaining to the philosophy of existentialism"
"exodus","departure"
"exonerate","acquit; exculpate; free from blame or guilt"
"exorbitant","excessive; exceeding reasonable bounds"
"exorcise","drive out evil spirits"
"exotic","not native; from another part of the world; strange; intriguingly unusual; Ex. exotic flower/dress"
"expansive","outgoing and sociable; broad and extensive; able to increase in size"
"expatiate","talk at length; speak or write in detail"
"expatriate","exile; someone who has withdrawn from his native land; V: exile; banish; leave one's country"
"expedient","suitable ; practical; politic; N: something expedient"
"expedite","hasten; make go faster"
"expenditure","payment or expense; expending; something expended; output; Ex. receipt for the expenditure; Ex. expenditure of all the energy"
"expertise","specialized knowledge ; expert skill"
"expiate","make amends for"
"expletive","meaningless word; interjection; profane oath; swear-word"
"explicate","explain in detail; interpret; clarify; CF. explicable"
"explicit","totally clear; definite; outspoken"
"exploit","make use of, sometimes unjustly; N. exploitation"
"exploit","brave and successful act; deed or action, particularly a brave deed; CF. crossing the Atlantic ocean"
"expository","explanatory; serving to explain; N. exposition: explaining; exhibition"
"expostulation","protest; remonstrance; reasoning with someone to correct or dissuade; V. expostulate"
"exposure","risk, particularly of being exposed to disease or to the elements; unmasking; act of laying something open; Ex. exposure of governmental corruption"
"expound","explain"
"expropriate","take possession of"
"expunge","cancel; remove a word or name ; erase"
"expurgate","clean; remove offensive parts of a book"
"extant","still in existence"
"extemporaneous","not planned; impromptu; extempore"
"extenuate","weaken; mitigate; lessen the seriousness of"
"extirpate","root up; uproot; destroy completely"
"extol","praise very highly; glorify"
"extort","wring from; get money by threats, etc.; obtain by force or threats; CF. extortionate: exorbitant"
"extradition","surrender of prisoner by one state to another; Ex. extradition treaty; V. extradite"
"extraneous","not essential; irrelevant; superfluous; external; coming from the outside; Ex. extraneous details/noise/to the subject"
"extrapolation","projection; conjecture; V. extrapolate: infer  from known information"
"extricate","free from an entanglement or difficulty; disentangle"
"extrinsic","external; not essential or inherent; extraneous; OP. intrinsic"
"extrovert","person interested mostly in external objects and actions"
"extrude","force or push out; thrust out; shape  by forcing through a die"
"exuberance","overflowing abundance; joyful enthusiasm; flamboyance; lavishness; ADJ. exuberant: high-spirited and lively; growing abundantly and strongly"
"exude","flow out slowly; discharge ; give forth; N. exudation"
"exult","rejoice"
"fabricate","build; lie; make up  in order to deceive; Ex. fabricate the whole story; CF. fabric: underlying structure; Ex. fabric of society"
"facade","front or face ; superficial or false appearance"
"facet","small plane surface ; a side"
"facetious","joking ; unserious; humorous"
"facile","easily accomplished; ready or fluent; superficial; not deep; Ex. facile solution to a complex problem; Ex. facile speaker; N. facility: ability to do something easily and well; ease in doing resulting from skill or aptitude; something that facilitates an action; amenity; Ex. with great facility"
"facilitate","help bring about; make less difficult"
"facsimile","copy"
"faction","party; clique ; dissension"
"factious","inclined to form factions; causing dissension"
"factitious","artificial; produced artificially; sham; false; Ex. factitious tears"
"factotum","handyman; person who does all kinds of work; CF. do everything"
"faculty","mental or bodily powers; teaching staff"
"fallacious","false; based on a fallacy; misleading; N. fallacy: false idea or notion; false reasoning; Ex. popular fallacy; Ex. fallacy of the argument"
"fallible","liable to err"
"fallow","plowed but not sowed ; uncultivated"
"falter","hesitate; weaken in purpose or action; walk or move unsteadily through weakness; N."
"fanaticism","excessive zeal; extreme devotion to a belief or cause; N. fanatic; ADJ. fanatic"
"fancied","imagined; unreal"
"fancier","breeder or dealer of animals; one who has a special interest, as for raising  specific plant or animal"
"fanciful","whimsical; visionary; imaginary; produced by imagination; Ex. fanciful scheme"
"fanfare","call by bugles or trumpets; showy display; spectacular public display"
"farce","broad comedy; mockery; humorous play full of silly things happening; ADJ. farcical"
"fastidious","difficult to please; squeamish; fussy; finicky"
"fatalism","belief that events are determined by forces or fates beyond one's control; ADJ. fatalistic; CF. fatal: causing death"
"fathom","comprehend; investigate; determine the depth of; N. unit of measurement for the depth of water"
"fatuous","smugly and unconsciously foolish; inane; silly; N. fatuity, fatuousness"
"fauna","animals of a period or region; CF. flora"
"fawning","courting favor by cringing and flattering; V. fawn: exhibit affection as a dog; seek favor or attention by obsequiousness"
"faze","disconcert; dismay; embarrass"
"feasible","practical; able to be carried out; practicable"
"febrile","feverish"
"fecundity","fertility; fruitfulness; ADJ. fecund: very productive of crops or young"
"feign","pretend"
"feint","trick; shift; sham blow; feigned attack to draw away defensive action; V."
"felicitous","apt; suitably expressed; well chosen"
"felicity","happiness; appropriateness ; quality of being felicitous"
"fell","cruel; deadly"
"fell","cut or knock down ; bring down"
"felon","person convicted of a grave crime; CF. felony: serious crime"
"feral","not domestic; wild"
"ferment","agitation; commotion; unrest ; V. produce by fermentation; undergo fermentation; cause"
"ferret","drive or hunt out of hiding; hunt with ferrets; drive out ; expel; uncover or discover by searching; Ex. ferret out the secret; N. small fierce animal which catches rats and rabbits by going into their holes"
"fervent","ardent; zealous; hot"
"fervid","ardent; zealous; hot"
"fervor","glowing ardor; intensity of feeling; quality of being fervent or fervid; zeal; intense heat"
"fester","rankle; produce irritation or resentment; generate pus or rot; Ex. His insult festered in my mind for days."
"festive","joyous; celebratory; relating to a feast or festival"
"fete","honor at a festival; celebrate or honor with a feast; N.  festival or feast; CF. feast"
"fetid","malodorous; foul"
"fetter","shackle; restrict the freedom of; N. chain or shackle for the foot of a prisoner; CF. foot"
"fiasco","total failure; CF. bottle"
"fiat","command; arbitrary order; Ex. presidential fiat; CF. let it be done"
"fickle","changeable ; faithless"
"fictitious","imaginary; non-existent; purposely invented to deceive; untrue; Ex. fictitious name/boyfriend; CF. fictional"
"fidelity","loyalty; accuracy"
"figment","invention; something invented; imaginary thing; Ex. figment of your imagination"
"figurative","not literal but metaphorical; using a figure of speech"
"figurine","small ornamental statuette"
"filch","steal"
"filial","pertaining to or befitting a son or daughter; Ex. filial respect"
"filibuster","block legislation or prevent action in a lawmaking body by making very slow long speeches; N; freebooter"
"filigree","delicate ornamental lacelike metalwork"
"filing","particle removed by a file"
"finale","conclusion; concluding part"
"finesse","delicate skill; V: handle with finesse"
"finicky","too particular; fussy; difficult to please; too concerned with unimportant details or quality; Ex. finicky about her food"
"finite","limited"
"firebrand","piece of burning wood; hothead; troublemaker; person who stirs up trouble"
"fissure","crevice; crack"
"fitful","spasmodic; intermittent; irregular"
"flaccid","flabby; lacking firmness; weak; Ex. flaccid muscles"
"flag","droop; grow feeble; decline in vigor or strength; ADJ. flagging; CF. unflagging"
"flagrant","conspicuously wicked, bad, or offensive; blatant; outrageous"
"flail","beat with or as if with a flail; move wildly; thresh grain by hand; strike or slap; toss about; N: threshing tool consisting of a stick swinging from the end of a long handle"
"flair","talent"
"flamboyant","ornate; highly elaborate; richly colored; ostentatious; showy; CF. flame"
"flaunt","display ostentatiously; Ex. ``Honey, if you""ve got it, flaunt it !"""""
"flay","strip off skin; plunder; remove the skin from; criticize harshly"
"fleck","spot; mark with flecks; N: small mark or spot"
"fledgling","inexperienced; N: young bird that has acquired wing feathers and is learning to fly; inexperienced person"
"fleece","wool coat of a sheep; V: shear the fleece from; rob by a trick; swindle; plunder"
"flick","light stroke as with a whip; V: move with a light quick blow; strike with a light quick blow ; Ex. flick the switch"
"flinch","hesitate; shrink back ; Ex. She did not flinch in the face of danger."
"flippant","lacking proper seriousness; Ex. flippant remarks about death; N. flippancy"
"flit","fly; fly or move lightly or quickly; dart lightly; pass swiftly by; Ex. a bee flitting from flower to flower"
"floe","flat mass of floating ice"
"flora","plants of a region or era"
"florid","ruddy; reddish; flowery; very ornate; CF. rose"
"flotsam","drifting wreckage"
"flounder","struggle and thrash about; proceed clumsily or falter ; proceed in confusion"
"flourish","grow well; prosper; make sweeping gestures; wave; brandish; Ex. The trees flourished in the sun. N: showy movement or gesture; embellishment or ornamentation"
"flout","reject; mock; show contempt for; scorn; Ex. flout the rules"
"fluctuate","waver; shift; rise and fall as if in waves; change or vary irregularly"
"fluency","smoothness of speech; ADJ. fluent"
"fluke","unlikely occurrence; stroke of fortune; accidental stroke of good luck; ADJ. fluky"
"fluster","confuse; make nervous and confused; N."
"fluted","having vertical parallel grooves ; V. flute: make long parallel inward curves in; N. flute: long rounded groove incised on the shaft of a column"
"flux","flowing; series of changes; fluctuation; Ex. in a state of flux"
"fodder","coarse food for cattle, horses, etc.; feed for livestock; CF. food"
"foible","small weakness of character; slight fault; CF. feeble"
"foil","contrast; one that by contrast enhances the distinctive characteristics of another"
"foil","defeat; frustrate; prevent from being successful; thwart; CF. fail"
"foist","insert improperly; impose upon another by coercion; palm off; pass off as genuine or worthy; CF. fist"
"foliage","masses of leaves; CF. defoliate"
"foment","stir up; incite; instigate; promote the growth of"
"foolhardy","rash; reckless; foolishly daring"
"foppish","vain about dress and appearance; N. fop: man who takes too much interest in his clothes and appearance"
"foray","raid; sudden raid or military advance; V."
"forbearance","patience; forgiveness; V. forbear: refrain from ; be patient; Ex. forbear to send him to prison"
"ford","place where a river can be crossed on foot; V."
"forebears","ancestors"
"foreboding","premonition of evil; feeling of coming evil; V. forebode: be a warning of"
